,drug,CYP_l,CYP1A2_l,CYP3A4_l,CYP2C8_l,CYP2C9_l,cytochrome,CYP1A2,CYP3A4,CYP2C8,CYP2C9,year,count_pubmed,count_name,CYP1A2_norm_cyt,CYP1A2_norm_name,CYP1A2_norm_pubmed,CYP3A4_norm_cyt,CYP3A4_norm_name,CYP3A4_norm_pubmed,CYP2C8_norm_cyt,CYP2C8_norm_name,CYP2C8_norm_pubmed,CYP2C9_norm_cyt,CYP2C9_norm_name,CYP2C9_norm_pubmed,pubmed_count_full
24,BRILLIANT BLUE G,0.0,0.0,0.0,0.0,0.0,24800.0,491.0,2280.0,129.0,283.0,1963.0,1817.0,507000.0,0.019798387096774193,0.0009684418145956608,0.2702256466703357,0.09193548387096774,0.004497041420118343,1.2548156301596038,0.005201612903225806,0.0002544378698224852,0.07099614749587231,0.011411290322580646,0.0005581854043392504,0.15575123830489818,507000.0
25,BEMPEDOIC ACID,0.0,0.0,0.0,0.0,0.0,58.0,2.0,33.0,7.0,14.0,2000.0,119.0,894.0,0.034482758620689655,0.0022371364653243847,0.01680672268907563,0.5689655172413793,0.03691275167785235,0.2773109243697479,0.1206896551724138,0.007829977628635347,0.058823529411764705,0.2413793103448276,0.015659955257270694,0.11764705882352941,894.0
26,LOFEXIDINE,3.0,1.0,0.0,0.0,0.0,105.0,30.0,74.0,14.0,24.0,1979.0,185.0,3150.0,0.2857142857142857,0.009523809523809525,0.16216216216216217,0.7047619047619048,0.02349206349206349,0.4,0.13333333333333333,0.0044444444444444444,0.07567567567567568,0.22857142857142856,0.007619047619047619,0.12972972972972974,3150.0
27,TAFENOQUINE,0.0,0.0,0.0,0.0,0.0,376.0,46.0,160.0,44.0,42.0,1988.0,211.0,2810.0,0.12234042553191489,0.016370106761565837,0.21800947867298578,0.425531914893617,0.05693950177935943,0.7582938388625592,0.11702127659574468,0.015658362989323844,0.20853080568720378,0.11170212765957446,0.01494661921708185,0.1990521327014218,2810.0
28,IVOSIDENIB,3.0,0.0,0.0,1.0,0.0,148.0,19.0,77.0,22.0,26.0,2006.0,107.0,2150.0,0.12837837837837837,0.008837209302325582,0.17757009345794392,0.5202702702702703,0.035813953488372095,0.719626168224299,0.14864864864864866,0.010232558139534883,0.205607476635514,0.17567567567567569,0.012093023255813953,0.24299065420560748,2150.0
29,ELAGOLIX,4.0,0.0,0.0,0.0,1.0,52.0,11.0,44.0,13.0,14.0,2006.0,82.0,1150.0,0.21153846153846154,0.009565217391304347,0.13414634146341464,0.8461538461538461,0.03826086956521739,0.5365853658536586,0.25,0.011304347826086957,0.15853658536585366,0.2692307692307692,0.01217391304347826,0.17073170731707318,1150.0
30,AVATROMBOPAG,2.0,0.0,0.0,0.0,1.0,47.0,10.0,33.0,6.0,18.0,2008.0,51.0,542.0,0.2127659574468085,0.01845018450184502,0.19607843137254902,0.7021276595744681,0.06088560885608856,0.6470588235294118,0.1276595744680851,0.01107011070110701,0.11764705882352941,0.3829787234042553,0.033210332103321034,0.35294117647058826,542.0
31,ENCORAFENIB,3.0,0.0,1.0,0.0,0.0,143.0,49.0,98.0,41.0,37.0,2006.0,141.0,2940.0,0.34265734265734266,0.016666666666666666,0.3475177304964539,0.6853146853146853,0.03333333333333333,0.6950354609929078,0.2867132867132867,0.013945578231292517,0.2907801418439716,0.25874125874125875,0.012585034013605442,0.2624113475177305,2940.0
32,SARECYCLINE,0.0,0.0,0.0,0.0,0.0,12.0,5.0,9.0,3.0,6.0,2006.0,25.0,236.0,0.4166666666666667,0.0211864406779661,0.2,0.75,0.038135593220338986,0.36,0.25,0.012711864406779662,0.12,0.5,0.025423728813559324,0.24,236.0
33,GLASDEGIB,2.0,0.0,0.0,1.0,0.0,77.0,14.0,66.0,15.0,12.0,2006.0,79.0,1290.0,0.18181818181818182,0.010852713178294573,0.17721518987341772,0.8571428571428571,0.05116279069767442,0.8354430379746836,0.19480519480519481,0.011627906976744186,0.189873417721519,0.15584415584415584,0.009302325581395349,0.1518987341772152,1290.0
34,APALUTAMIDE,2.0,0.0,1.0,1.0,0.0,195.0,44.0,157.0,70.0,71.0,2012.0,220.0,3290.0,0.22564102564102564,0.013373860182370821,0.2,0.8051282051282052,0.04772036474164134,0.7136363636363636,0.358974358974359,0.02127659574468085,0.3181818181818182,0.3641025641025641,0.021580547112462007,0.32272727272727275,3290.0
35,REVEFENACIN,5.0,0.0,2.0,0.0,0.0,29.0,8.0,24.0,8.0,8.0,2006.0,31.0,199.0,0.27586206896551724,0.04020100502512563,0.25806451612903225,0.8275862068965517,0.12060301507537688,0.7741935483870968,0.27586206896551724,0.04020100502512563,0.25806451612903225,0.27586206896551724,0.04020100502512563,0.25806451612903225,199.0
36,AMIFAMPRIDINE,0.0,0.0,0.0,0.0,0.0,23.0,8.0,12.0,3.0,7.0,1980.0,338.0,411.0,0.34782608695652173,0.019464720194647202,0.023668639053254437,0.5217391304347826,0.029197080291970802,0.03550295857988166,0.13043478260869565,0.0072992700729927005,0.008875739644970414,0.30434782608695654,0.0170316301703163,0.020710059171597635,411.0
37,RIFAMYCIN,0.0,0.0,0.0,0.0,0.0,3260.0,8630.0,17300.0,4710.0,10200.0,1961.0,15927.0,27100.0,2.647239263803681,0.31845018450184504,0.5418471777484775,5.306748466257669,0.6383763837638377,1.0862058140264959,1.4447852760736197,0.17380073800738008,0.2957242418534564,3.128834355828221,0.3763837638376384,0.6404219250329629,27100.0
38,LUSUTROMBOPAG,6.0,0.0,1.0,0.0,1.0,28.0,9.0,18.0,4.0,12.0,2012.0,52.0,338.0,0.32142857142857145,0.026627218934911243,0.17307692307692307,0.6428571428571429,0.05325443786982249,0.34615384615384615,0.14285714285714285,0.011834319526627219,0.07692307692307693,0.42857142857142855,0.03550295857988166,0.23076923076923078,338.0
